Date,Close
2018-01-02,69.16
2018-01-03,68.4
2018-01-04,67.28
2018-01-05,68.87
2018-01-08,69.69
2018-01-09,69.78
2018-01-10,70.34
2018-01-11,71.71
2018-01-12,73.25
2018-01-16,72.4
2018-01-17,74.26
2018-01-18,74.69
2018-01-19,76.86
2018-01-22,78.06
2018-01-23,77.52
2018-01-24,76.79
2018-01-25,76.27
2018-01-26,77.85
2018-01-29,76.59
2018-01-30,76.29
2018-01-31,73.06
2018-02-01,73.1
2018-02-02,71.24
2018-02-05,68.02
2018-02-06,70.3
2018-02-07,71.26
2018-02-08,68.79
2018-02-09,70.76
2018-02-12,70.35
2018-02-13,70.1
2018-02-14,72.52
2018-02-15,73.32
2018-02-16,73.18
2018-02-20,71.92
2018-02-21,70.79
2018-02-22,71.29
2018-02-23,73.17
2018-02-26,72.57
2018-02-27,71.49
2018-02-28,72.44
2018-03-01,75.3
2018-03-02,73.04
2018-03-05,75.06
2018-03-06,76.77
2018-03-07,73.64
2018-03-08,73.25
2018-03-09,73.82
2018-03-12,72.05
2018-03-13,71.52
2018-03-14,69.9
2018-03-15,68.99
2018-03-16,69.73
2018-03-19,68.53
2018-03-20,70.04
2018-03-21,68.44
2018-03-22,67.25
2018-03-23,66.68
2018-03-26,69.51
2018-03-27,67.74
2018-03-28,68.56
2018-03-29,69.99
2018-04-02,68.92
2018-04-03,70.34
2018-04-04,72.86
2018-04-05,72.12
2018-04-06,70.49
2018-04-09,69.82
2018-04-10,71.72
2018-04-11,70.91
2018-04-12,71.3
2018-04-13,71.13
2018-04-16,71.91
2018-04-17,72.75
2018-04-18,75.4
2018-04-19,73.34
2018-04-20,72.3
2018-04-23,73.5
2018-04-24,73.17
2018-04-25,74.38
2018-04-26,75.62
2018-04-27,77.04
2018-04-30,76.53
2018-05-01,75.38
2018-05-02,75.87
2018-05-03,75.01
2018-05-04,76.22
2018-05-07,75.5
2018-05-08,75.63
2018-05-09,76.22
2018-05-10,76.83
2018-05-11,77.78
2018-05-14,78.25
2018-05-15,78.6
2018-05-16,78.51
2018-05-17,78.78
2018-05-18,78.78
2018-05-21,78.3
2018-05-22,75.47
2018-05-23,75.95
2018-05-24,70.9
2018-05-25,68.45
2018-05-29,68.18
2018-05-30,69.6
2018-05-31,69.6
2018-06-01,68.85
2018-06-04,69.86
2018-06-05,71.76
2018-06-06,71.56
2018-06-07,71.66
2018-06-08,72.31
2018-06-11,73.64
2018-06-12,74.05
2018-06-13,73.26
2018-06-14,73.32
2018-06-15,74.81
2018-06-18,77.06
2018-06-19,76.41
2018-06-20,75.86
2018-06-21,77.23
2018-06-22,76.26
2018-06-25,75.11
2018-06-26,76.52
2018-06-27,74.08
2018-06-28,74.99
2018-06-29,74.58
2018-07-02,74.35
2018-07-03,73.63
2018-07-05,73.74
2018-07-06,74.28
2018-07-09,75.21
2018-07-10,75.71
2018-07-11,74.28
2018-07-12,74.69
2018-07-13,75.88
2018-07-16,75.48
2018-07-17,76.56
2018-07-18,76.35
2018-07-19,77.98
2018-07-20,76.11
2018-07-23,76.4
2018-07-24,75.25
2018-07-25,75.32
2018-07-26,76.01
2018-07-27,74.68
2018-07-30,74.44
2018-07-31,75.03
2018-08-01,74.88
2018-08-02,75.92
2018-08-03,76.08
